1,236.9075,236.9075,236.9075,BuildUp1,52,0.344,0.0,False,9.0,2.02,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
1,229.2903,229.2903,229.2903,BuildUp1,53,0.355,0.0,False,8.0,4.02,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
1,223.1824,223.1824,223.1824,BuildUp1,55,0.366,0.0,False,7.0,6.02,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
2,170.0055,121.865,218.146,BuildUp1,57,0.378,0.0,False,6.0,8.05,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
2,169.8485,128.9034,210.7935,BuildUp1,58,0.389,0.0,False,4.9,10.07,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
3,123.712,32.79264,204.3835,BuildUp1,60,0.400,0.0,False,3.9,12.07,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
3,122.9414,26.89418,204.3452,BuildUp1,62,0.411,0.0,False,2.9,14.09,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
3,123.0572,22.39829,206.9948,BuildUp1,63,0.422,0.0,False,1.9,16.09,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
4,152.4182,17.55133,240.3418,BuildUp1,65,0.433,0.0,True,0.1,18.10,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
4,152.0592,14.39163,239.3533,BuildUp1,67,0.445,0.0,True,1.1,20.12,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
