1,169.4864,169.4864,169.4864,BuildUp2,50,0.332,0.0,False,9.0,2.03,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
1,169.4864,169.4864,169.4864,BuildUp2,50,0.333,0.0,False,8.0,4.05,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
2,169.4864,169.4864,169.4864,BuildUp2,50,0.333,0.0,False,7.0,6.06,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
2,126.9605,84.43458,169.4864,BuildUp2,50,0.333,0.0,False,5.9,8.10,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
2,122.6014,75.453,169.7498,BuildUp2,50,0.333,0.0,False,4.9,10.12,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,100
3,77.57893,0,176.6363,BuildUp2,50,0.333,0.0,False,3.9,12.15,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,50
3,85.84113,33.34537,185.3932,BuildUp2,50,0.333,0.0,False,2.9,14.17,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,0
3,78.81126,13.93012,193.7934,BuildUp2,50,0.333,0.0,False,1.9,16.18,2.00,-1.00,-1.00,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,200,15,90,100,0
4,53.75061,0,195.1266,BuildUp2,50,0.333,0.0,True,0.1,18.23,2.01,-1.00,-0.99,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,200,15,90,100,5
4,64.2751,6.141466,183.8526,BuildUp2,50,0.333,0.0,True,1.1,20.25,2.02,-0.98,-0.98,False,False,False,0,2,000,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,200,15,90,99,30
3,77.07225,2.931883,169.2401,BuildUp2,50,0.333,0.0,True,2.1,22.30,2.03,-0.98,-0.97,False,False,False,1,2,100,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,200,15,90,99,55
3,71.10316,0,159.6915,BuildUp2,50,0.333,0.0,True,3.1,24.35,2.04,-0.96,-0.95,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,200,15,90,98,80
3,77.68354,33.41066,161.0957,BuildUp2,50,0.333,0.0,True,4.1,26.42,2.04,-0.96,-0.95,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,200,15,90,98,57
3,67.40672,15.74677,159.8141,BuildUp2,50,0.333,0.0,True,5.2,28.48,2.04,-0.96,-0.95,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,200,15,90,98,70
4,43.92909,0,157.762,BuildUp2,50,0.333,0.0,True,6.2,30.54,2.05,-0.96,-0.95,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,200,15,90,98,96
4,49.30108,1.490251,151.4555,BuildUp2,50,0.333,0.0,True,7.2,32.62,2.06,-0.94,-0.94,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,200,15,90,97,98
4,50.4691,4.782673,154.81,BuildUp2,50,0.333,0.0,True,8.2,34.73,2.06,-0.94,-0.94,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,200,15,90,97,55
5,38.57806,0,154.0322,BuildUp2,50,0.332,0.0,True,9.2,36.83,2.07,-0.92,-0.93,False,False,False,2,2,200,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,200,15,90,96,60
4,104.479,11.55851,220.6145,BuildUp2,50,0.332,0.0,True,10.2,38.97,2.08,-0.92,-0.92,False,False,False,3,2,300,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,200,15,90,96,85
3,134.879,22.93426,220.5081,BuildUp2,50,0.333,0.0,True,11.3,41.10,2.09,-0.92,-0.91,False,False,False,4,2,400,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,200,15,90,96,100
4,142.3913,24.81616,222.843,BuildUp2,50,0.333,0.0,True,12.3,43.22,2.09,-0.92,-0.90,False,False,False,4,2,400,True,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,200,15,90,96,100
